Disease name,Text,cluster
Contact Dermatitis,"Contact dermatitis nowadays with several characteristic symptoms upon skin exposure to irritants Beaver State allergens . These include redness , itching , and skin inflammation , often accompanied by a rash or blisters . The bear on area might develop dryness , grading , or thickening of the cutis . Pain or tenderness can besides be experienced . Contact dermatitis can manifest otherwise found on the irritant Beaver State allergen see , with symptoms coming into court immediately Beaver State after prolonged exposure . In terrible cases , symptom may widen beyond the contact area , causation discomfort . Prompt identification of triggers and avoidance is essential for managing this status effectively .",0
Contact Dermatitis,"Contact dermatitis presents with several characteristic symptoms upon skin exposure to irritants or allergen . These include redness , itching , and cutis redness , oft accompanied by a efflorescence or blister . The affected area mightiness develop dryness , scaling , or thickener of the skin . Pain Beaver State tenderness tin can as well be go through . Contact dermatitis can manifest differently based on the irritant or allergen encountered , with symptoms appearing immediately or after prolonged exposure . In severe instance , symptoms may broaden beyond the contact area , causing uncomfortableness . Prompt identification of triggers and dodging be essential for managing this status effectively .",0
Contact Dermatitis,"`` My custody ar dry and check , and the skin is peeling off in some places . I utilization angstrom lot of chemicals and oils at work , could that be causation it ? ''",0
Contact Dermatitis,"`` My hands ar dry and check , and the skin is desquamation off in some topographic point . iodin use a stack of chemicals and oil atomic number 85 work , could that be causing information technology ? ''",0
Contact Dermatitis,"`` My hands are dry and cracked , and the cutis is peeling off inch some topographic point . I use a flock of chemicals and oil atomic number 85 work , could that be causing information technology ? ''",0
Contact Dermatitis,"`` My arms and legs ar cover in this roseola . It 's itchy and bumpy , and some of the bumps are oozing clear fluid . I 've been working in the garden all day , could it atomic number 4 something I touched out there ? ''",1
Contact Dermatitis,"`` My munition and legs are covered in this rash . It 's itchy and bumpy , and some of the bump ar seepage clear fluid . I 've be working inch the garden all day , could information technology glucinium something I touched out there ? ''",1
Contact Dermatitis,"`` My arms and legs are covered inch this skin rash . It 's itchy and bumpy , and some of the bumps are oozing clear fluid . I 've been working inch the garden all day , could information technology beryllium something atomic number 53 touched out there ? ''",1
Contact Dermatitis,"`` My palpebra are swollen and puffy , and they feel itchy and sore . I tried a new eyeshadow yesterday , could that be it ? ''",1
Contact Dermatitis,"`` My eyelids are swell and puffy , and they feel antsy and sore . iodine tried a new eyeshadow yesterday , could that be it ? ''",1
Contact Dermatitis,"`` My eyelids are swell and puffy , and they feel itchy and sore . I tried a new eyeshadow yesterday , could that be information technology ? ''",1
Contact Dermatitis,"`` My neck be red and get to , and the new necklace iodin got keeps leaving a mark . It do n't hassle Pine Tree State at number one , merely now it 's really fretful and uncomfortable . ''",1
Contact Dermatitis,"`` My cervix is redness and get to , and the new necklace I got livelihood leaving a grade . information technology did n't fuss me atomic number 85 number one , but now it 's really itchy and uncomfortable . ''",1
Contact Dermatitis,"`` My neck is red and irritated , and the new necklace iodine got keeps leaving a mark . It did n't bother me at first , just now information technology 's truly itchy and uncomfortable . ''",1
Contact Dermatitis,"`` My feet ar burning and itchiness after my run . They 're red and swell , especially around my toes . I think it power be my new running shoes , they feel a bit tight . ''",2
Contact Dermatitis,"`` My feet ar burning and itching after my run . They 're redness and swollen , especially around my toes . I think it might be my new running shoes , they feel a bit tight . ''",2
Contact Dermatitis,"`` My feet are burning and itching after my run . They 're red and swollen , especially around my toes . I think it might glucinium my new run place , they feel a bit tight . ''",2
Contact Dermatitis,"`` Doctor , my hands have been itchy and red all week . They 're cracked and swollen , and information technology feel like lilliputian blisters are forming . I think information technology might be something I 'm touching at work , maybe the new cleaning products ? ''",2
Contact Dermatitis,"`` MD , my hands have be itchy and redness all week . They 're break and swell , and it feels like bantam blisters ar forming . I think it might be something I 'm touching at work , maybe the new cleaning products ? ''",2
Contact Dermatitis,"`` Doctor , my custody rich person been itchy and red all week . They 're cracked and swell , and information technology feels like petite blisters are forming . atomic number 53 think it might be something I 'm touching at work , maybe the new cleansing product ? ''",2
