Unnamed: 0,label,text,cluster
,Acne,My skin hour angle now developed a revolting efflorescence . There are pus-filled pimples and comedo everywhere . My skin has as well be truly sensitive .,0
,Acne,My skin has now developed a revolting rash . There ar pus-filled pimples and blackheads everywhere . My skin has too be truly sensitive .,0
,Acne,"A awful rash has just appeared on my tegument . blackhead and pimples packed with Pansa are everywhere . Additionally , my tegument has been highly sensitive .",0
,Acne,"angstrom nasty rash has just look on my tegument . blackhead and pimple packed with pus are everywhere . to boot , my skin HA be extremely sensitive .",0
,Acne,"A nasty rash has just appeared on my skin . Blackheads and hickey packed with pus are everyplace . Additionally , my skin has been highly sensitive .",0
,Acne,My skin has simply nonheritable angstrom unit nasty rash . It 's pack with pus-filled hickey and blackheads . My tegument has been very sensitive moreover .,0
,Acne,My skin has simply noninheritable angstrom nasty rash . It 's packed with pus-filled pimples and blackheads . My skin has been very spiritualist what is more .,0
,Acne,My skin has simply noninheritable a nasty roseola . It 's packed with pus-filled pimples and blackheads . My cutis has been very spiritualist moreover .,0
,Acne,I woke up this forenoon and found that I have a really nasty rash all over my skin . There are a ton of blackheads and pimples that are fill with Pansa . My skin has also be genuinely scurrying .,0
,Acne,I wake up this morning and found that I have angstrom unit really nasty rash all over my skin . There ar angstrom unit ton of blackheads and pimple that are fill with Pansa . My skin has also been genuinely scamper .,0
,Acne,iodine wake up this morning and found that iodin have a really awful roseola all over my skin . There ar angstrom unit short ton of blackheads and pimples that ar filled with pus . My skin hour angle also been really scurrying .,0
,Acne,iodine 've been noticing a really awful rash on my tegument lately . It 's covered in blackhead and pimples that ar pack with pus . My cutis has also been really scurrying .,0
,Acne,I 've been noticing a really nasty rash on my skin lately . It 's covered inch blackheads and pimples that ar packed with Pansa . My skin has also been really scurrying .,0
,Acne,I 've be noticing a really nasty rash on my skin lately . information technology 's covered in blackheads and pimples that are packed with Pansa . My skin has also been really scurrying .,0
,Acne,iodine just develop angstrom unit really awful rash on my skin . There are tons of blackheads and pimples that are fill up with pus . My skin has besides be really scamper .,0
,Acne,atomic number 53 just develop angstrom really nasty rash on my skin . There ar tons of blackhead and pimples that are filled with Pansa . My skin has also been genuinely scamper .,0
,Acne,I just develop a really awful rash on my skin . There ar lots of blackheads and pimples that are filled with Pansa . My skin has also be genuinely scurrying .,0
,Acne,I 've be dealing with a really awful efflorescence on my tegument lately . information technology 's covered inch comedo and pimple that are pack with pus . My skin HA also been genuinely scurrying .,0
,Acne,I 've been dealing with a truly nasty rash on my skin lately . It 's covered in blackheads and pimples that are packed with pus . My skin has also be really scurrying .,0
,Acne,I 've be dealing with angstrom really awful skin rash on my tegument lately . It 's covered in comedo and pimples that are pack with pus . My skin hour angle also been really scamper .,0
,Acne,I wake up this morning to breakthrough angstrom really awful rash on my skin . There are a ton of blackheads and pimples that are filled with Pansa . My skin has also be really scuttle .,0
,Acne,iodine woke up this morning time to find angstrom really nasty efflorescence on my skin . There are a short ton of blackheads and pimples that ar make full with pus . My skin has also be really scurry .,0
,Acne,I wake up this morning to discovery a really nasty rash on my skin . There are angstrom unit net ton of blackheads and zit that are filled with Pansa . My tegument has also been really skitter .,0
,Acne,I 've been struggling with a really nasty rash on my skin lately . It 's cover in comedo and hickey that ar packed with pus . My skin hour angle besides been really scurrying .,0
,Acne,I 've be fight with a really awful rash on my tegument lately . information technology 's covered in blackheads and pimples that ar packed with pus . My skin has also been really scurrying .,0
,Acne,I 've been struggling with angstrom unit genuinely awful rash on my cutis late . It 's covered in blackheads and pimples that are packed with pus . My skin has besides been really scurrying .,0
,Acne,I just developed a really awful rash on my skin . There ar tons of blackheads and pimples that are filled with pus . My tegument hour angle also been really scurrying .,0
,Acne,I just developed a really nasty skin rash on my skin . There ar tons of comedo and pimples that are fill with pus . My skin HA also been really scurrying .,0
,Acne,I just develop a really nasty rash on my cutis . There are tons of blackheads and pimples that ar filled with pus . My skin has as well be really scuttle .,0
,Acne,I 've been dealing with a really nasty rash on my skin latterly . It 's covered in blackheads and pimples that ar packed with pus . My skin has also been really skitter .,0
,Acne,I 've been dealing with angstrom really nasty rash on my skin of late . It 's cover inch comedo and pimples that ar packed with pus . My skin has too been really scurry .,0
,Acne,iodin 've been dealing with a really nasty rash on my skin recently . information technology 's covered inch blackheads and pimple that are packed with Pansa . My skin has as well be really scurrying .,0
,Acne,iodine 've just develop a skin rash with several pus-filled pimples and blackheads . My skin has also been quite spiritualist .,0
,Acne,iodin 've just developed angstrom unit cutis rash with several pus-filled pimples and blackheads . My skin hour angle also been quite sensitive .,0
,Acne,iodin 've just developed angstrom tegument rash with several pus-filled pimples and blackheads . My skin has also been quite sensitive .,0
,Acne,"This morning when I woke up , I discovered that I have an highly badness rash all over my body . There are several pus-filled pimples and blackhead all around . My skin HA too be moving around a batch .",1
,Acne,"This forenoon when I woke up , I discover that I wealthy person an extremely bad rash all over my organic structure . There are several pus-filled pimples and blackheads all around . My skin has also be moving around angstrom lot .",1
,Acne,"This morning when atomic number 53 woke up , iodin discovered that I have an extremely bad rash all over my body . There ar several pus-filled pimples and blackheads all about . My skin has also been moving about a muckle .",1
,Acne,iodin awoke this morning to see that I have a horrible rash all over my cutis . There are several blackheads and pimples loaded with pus . My skin has also been scurrying astir .,1
,Acne,I awoke this morning to see that atomic number 53 had a frightful efflorescence all over my skin . There ar several blackheads and pimples load with pus . My skin has also be scurrying about .,1
,Acne,I wake this morning time to see that I had angstrom unit ugly rash all over my skin . There ar several blackheads and pimples loaded with Pansa . My skin has likewise been scurry about .,1
,Acne,"I woke up this morning to breakthrough that I have angstrom terrible rash all over my body . Blackheads and pus-filled pimples are all over the place . Additionally , my skin has be changing a lot .",1
,Acne,"I wake up this forenoon to find that I have angstrom awful efflorescence all over my body . Blackheads and pus-filled pimples ar all over the spot . to boot , my tegument hour angle been modify a mass .",1
,Acne,"I woke up this morning to breakthrough that I have angstrom unit terrible skin rash all over my body . Blackheads and pus-filled hickey are all over the place . Additionally , my skin has been changing angstrom unit lot .",1
,Acne,"When iodin awoke this morning , I gain that I hold a severe rash all over my physical structure . There are many pus-filled pimples and blackheads all over the place . My skin has also been scurring angstrom lot .",1
,Acne,"When iodin awoke this morning , I realise that I had angstrom unit severe rash all over my physical structure . There are many pus-filled zit and blackheads all over the place . My skin has also been scurring a lot .",1
,Acne,"When atomic number 53 awoke this morning , I realised that I have a terrible rash all over my organic structure . There are many pus-filled pimples and blackhead all over the topographic point . My tegument hour angle besides be scurring angstrom raft .",1
,Acne,I awoke this morning to see angstrom unit horrible rash on my skin . There are several blackheads and pimples loaded with Pansa . My skin has also been scurrying about .,1
,Acne,iodin awoke this morning to see a horrifying efflorescence on my skin . There are several blackhead and pimple loaded with pus . My skin has also be skitter astir .,1
,Acne,I awoke this morn to see a horrible efflorescence on my cutis . There are several blackheads and zit load with Pansa . My skin has also be scurrying about .,1
,Acne,"This morning when I woke up , I notice an extremely bad efflorescence on my skin . There are several pus-filled hickey and blackheads all around . My cutis has likewise be locomote about a lot .",1
,Acne,"This morning when I woke up , I discovered an extremely badness skin rash on my skin . There ar several pus-filled hickey and blackheads all around . My skin HA also been moving around a lot .",1
,Acne,"This morn when I woke up , I detect an extremely bad rash on my skin . There ar several pus-filled pimples and blackheads all about . My skin HA as well be move around a stack .",1
,Acne,"This morning time , iodine realize that atomic number 53 have got a major efflorescence all over my body . There are lots of pimples make full with pus and blackhead everywhere , and my skin hour angle been scuttle a lot .",1
,Acne,"This morning , atomic number 53 realized that I had a major rash all over my body . There are lots of pimples fill up with pus and blackheads all over , and my skin has be scuttle a lot .",1
,Acne,"This morning , I realized that iodin had a major rash all over my body . There are lashings of hickey filled with pus and comedo all over , and my skin has been scurrying a lot .",1
,Acne,"I woke up today to breakthrough that I had a major rash all over my body . There are lashings of pimples filled with pus and blackheads everywhere , and my skin has been scurrying a lot .",1
,Acne,"I woke up today to find that iodin had a major rash all over my body . There are lots of pimples filled with Pansa and comedo everyplace , and my cutis HA been scamper angstrom lot .",1
,Acne,"I woke up today to find that I had angstrom unit major rash all over my physical structure . There are lots of pimples filled with pus and blackheads everywhere , and my skin HA been scurrying a lot .",1
,Acne,"I wake up this morn to breakthrough that I had angstrom unit major rash all over my organic structure . information technology 's covered in pus-filled hickey and blackheads , and my skin has be scurrying a lot",1
,Acne,"I wake up this morning to discovery that atomic number 53 have angstrom unit major efflorescence all over my organic structure . It 's covered in pus-filled pimples and blackheads , and my skin has be scurrying a muckle",1
,Acne,"I woke up this morning to find that I hold angstrom major efflorescence all over my physical structure . information technology 's covered in pus-filled pimples and blackhead , and my skin has been scurrying a lot",1
,Acne,"This morning , I saw a large rash all over my body . There are a lot of pus-filled pimples and blackheads all over my face , and my tegument has been scurrying a lot .",1
,Acne,"This morn , iodine saw a large skin rash all over my body . There are a quite a little of pus-filled pimples and blackheads all over my face , and my cutis has been scurrying angstrom peck .",1
,Acne,"This morning , iodin saw a large efflorescence all over my body . There ar angstrom unit plenty of pus-filled pimples and blackheads all over my face , and my skin has been scurrying a lot .",1
,Acne,"I discovered that I hold a important roseola all over my body this morning . comedo and pus-filled pimples ar proliferating , and my skin has been scurrying a batch .",1
,Acne,"I discovered that I had angstrom unit important rash all over my body this morning time . Blackheads and pus-filled pimples ar proliferating , and my skin hour angle be scurrying angstrom lot .",1
,Acne,"I discovered that I hold a important efflorescence all over my body this morning . Blackheads and pus-filled zit are proliferate , and my tegument hour angle been scurrying a lot .",1
,Acne,"When iodin awoke this morn , I saw a terrible rash across my tegument . There ar many pus-filled pimples and blackheads all over the place . My tegument has also be shifting angstrom flock .",1
,Acne,"When I awoke this morning , atomic number 53 saw a severe roseola across my skin . There are many pus-filled pimples and blackheads all over the spot . My skin HA besides been shifting a lot .",1
,Acne,"When I awoke this morning , iodin saw angstrom unit severe roseola across my skin . There are many pus-filled pimples and blackheads all over the place . My skin has also been shifting angstrom unit peck .",1
,Acne,"When atomic number 53 woke up this morning , I adage a frightening rash on my cutis . Blackheads and pus-filled pimples are all over the spot . Additionally , my skin has been shifting a raft .",1
,Acne,"When I wake up this morning , I byword a terrible rash on my skin . comedo and pus-filled pimples are all over the spot . to boot , my skin has been shift a lot .",1
,Acne,"When I woke up this morning time , I saw a awful rash on my skin . Blackheads and pus-filled pimples ar all over the place . to boot , my tegument has been shift a lot .",1
,Acne,atomic number 53 've been having angstrom unit really badness rash on my skin lately . information technology 's full of pus-filled zit and blackheads . My skin hour angle also been scurring a lot .,2
,Acne,I 've be have got angstrom unit genuinely bad rash on my cutis recently . It 's full of pus-filled hickey and blackheads . My skin has also been scurring a batch .,2
,Acne,atomic number 53 've been having a truly badness efflorescence on my tegument lately . It 's full-of-the-moon of pus-filled pimples and blackheads . My skin has also been scurring angstrom unit quite a little .,2
,Acne,"My skin has be break out in a terrible rash lately . Blackheads and pus-filled pimples abound on it . Additionally , my skin has been scurring a lot .",2
,Acne,"My skin has been break out inch a terrible rash lately . Blackheads and pus-filled pimples abound on information technology . Additionally , my skin has be scurring a stack .",2
,Acne,"My skin HA been breaking out in angstrom unit terrible efflorescence lately . Blackheads and pus-filled zit abound on it . Additionally , my tegument has been scurring a lot .",2
,Acne,"I 've recently be experiencing a wicked skin rash . Blackheads and pimples packed with Pansa are all over . Additionally , my skin has been scurring a lot .",2
,Acne,"I 've recently been experiencing angstrom unit severe skin rash . blackhead and pimples packed with Pansa ar all over . Additionally , my cutis has be scurring angstrom lot .",2
,Acne,"I 've recently been go through angstrom severe skin rash . Blackheads and zit packed with pus are everyplace . Additionally , my tegument has be scurring angstrom lot .",2
,Acne,I 've been having a very unhealthy rash on my skin recently . It 's filled with pus-filled pimples and blackheads . My skin has to boot be scurring heaps .,2
,Acne,I 've been having angstrom unit very unhealthy rash on my skin latterly . It 's fill up with pus-filled hickey and blackheads . My skin has additionally been scurring heaps .,2
,Acne,iodin 've been having a very unhealthy efflorescence on my tegument latterly . It 's filled with pus-filled hickey and comedo . My skin has additionally be scurring heaps .,2
,Acne,"atomic number 53 of late experienced a severe skin rash . Blackheads and zit filled with pus ar clogging information technology . Additionally , my skin has been rather irritated .",2
,Acne,"I recently experienced a severe skin efflorescence . Blackheads and pimples filled with pus are clog it . Additionally , my skin hour angle be quite irritated .",2
,Acne,"I late see a severe tegument rash . Blackheads and pimples filled with pus are choke it . Additionally , my skin has been quite irritated .",2
,Acne,My skin HA recently been severely rashy . Blackheads and pus-filled hickey have stop it . My tegument has been quite delicate as well .,2
,Acne,My cutis has lately been severely rashy . blackhead and pus-filled pimple have blocked it . My cutis has been quite delicate as well .,2
,Acne,My tegument has recently been severely rashy . Blackheads and pus-filled pimples have blocked information technology . My skin has been quite delicate as well .,2
,Acne,Lately I 've been experiencing a skin rash with a lot of pus-filled zit and blackhead . My tegument has also been scurring a lot .,2
,Acne,Lately I 've been experiencing a tegument skin rash with angstrom lot of pus-filled pimple and blackheads . My tegument has also been scurring a lot .,2
,Acne,Lately I 've been experiencing angstrom cutis rash with a lot of pus-filled pimples and blackheads . My skin HA also be scurring angstrom lot .,2
,Acne,"A skin skin rash with several pus-filled pimples and blackheads has be bothering me lately . Additionally , my skin has been scurring angstrom unit lot .",2
,Acne,"angstrom skin rash with several pus-filled pimples and comedo has been bothering me lately . Additionally , my cutis has been scurring angstrom unit heap .",2
,Acne,"angstrom skin rash with several pus-filled pimples and blackheads has been bothering me of late . Additionally , my skin has been scurring a hatful .",2
,Acne,"My skin has developed a horrible rash . There ar blackheads and pus-filled pimple everywhere . what is more , my skin has be exceedingly medium .",2
,Acne,"My skin has developed a horrible rash . There ar comedo and pus-filled pimples everywhere . Furthermore , my skin has been exceedingly sensitive .",2
,Acne,"My cutis has developed a horrible roseola . There are blackheads and pus-filled pimples everywhere . Furthermore , my cutis HA been exceedingly sensitive .",2
,Acne,"My skin has developed a horrific rash that is not inherited . It hour angle a mess of blackheads and pus-filled pimples . moreover , my skin has been exceedingly sensitive .",2
,Acne,"My skin has developed a terrible rash that is not inherited . It HA a lot of blackheads and pus-filled pimples . Furthermore , my skin HA be exceedingly sensitive .",2
,Acne,"My skin HA developed angstrom dreaded roseola that is non inherit . It has angstrom unit plenty of blackheads and pus-filled zit . moreover , my skin has be super sensitive .",2
,Acne,"Recently , I 've be experiencing a lot of acne breakouts with pimples that contain pus . I 've too been struggling with blackheads .",2
,Acne,"Recently , iodine 've been go through angstrom unit slew of acne breakouts with zit that contain Pansa . I 've also been struggle with comedo .",2
,Acne,"Recently , I 've been see a lot of acne breakouts with pimples that contain pus . I 've also been fight with blackheads .",2
,Acne,I 've latterly develop a terrible rash on my cutis . It 's riddle with comedo and pus-filled pimples . My skin has likewise been scurrying everyplace .,2
,Acne,I 've lately developed a terrible rash on my skin . It 's riddle with blackheads and pus-filled hickey . My skin has too be scurrying everyplace .,2
,Acne,iodine 've latterly developed angstrom terrible rash on my skin . It 's riddle with blackheads and pus-filled pimples . My skin has also been scurrying all over .,2
,Acne,iodin recently had a horrible rash on my skin . There are several blackhead and pus-filled pimples . My skin has also be go around a raft .,2
,Acne,I recently have got a horrible roseola on my cutis . There are several blackheads and pus-filled pimples . My tegument HA also be moving about a lot .,2
,Acne,atomic number 53 late had a atrocious rash on my skin . There ar several blackheads and pus-filled pimples . My skin HA too be move around a lot .,2
,Acne,"angstrom skin rash with several pus-filled pimple and blackheads has be bothering Pine Tree State recently . Additionally , my skin HA been scurring angstrom mountain .",2
,Acne,"A skin skin rash with several pus-filled pimples and blackheads has been bothering me lately . to boot , my cutis has been scurring angstrom lot .",2
,Acne,"angstrom unit skin rash with several pus-filled pimples and blackheads has been trouble Maine lately . Additionally , my skin has been scurring a stack .",2
,Acne,I 've recently developed angstrom terrible efflorescence on my tegument . It 's riddled with blackheads and pus-filled pimples . My skin has also be scurrying about .,2
,Acne,I 've recently developed a horrendous rash on my skin . information technology 's riddled with blackheads and pus-filled pimples . My skin has too been scurrying astir .,2
,Acne,I 've recently develop a fearful skin rash on my skin . information technology 's riddle with blackheads and pus-filled pimples . My skin has likewise be scurry about .,2
,Acne,atomic number 53 've recently been combat a pretty itchy rash on my skin . There are pus-filled pimples and blackheads all over it . My cutis has also been scurring a lot .,2
,Acne,I 've recently been battling a pretty itchy rash on my skin . There are pus-filled pimples and blackhead all over information technology . My tegument has also been scurring angstrom unit raft .,2
,Acne,iodine 've recently been battling a pretty itchy rash on my skin . There are pus-filled pimples and blackheads all over it . My tegument has besides be scurring angstrom unit lot .,2
,Acne,"Yesterday , I noticed Associate in Nursing enormous rash all over my skin . There are a sight of pus-filled pimples and blackheads all over my human face , and my cutis has been scurrying angstrom unit lot .",2
,Acne,"Yesterday , I noticed an enormous rash all over my skin . There ar angstrom peck of pus-filled pimples and blackheads all over my human face , and my cutis has been scurrying a lot .",2
,Acne,"Yesterday , I noticed an enormous skin rash all over my skin . There are a lot of pus-filled pimples and comedo all over my human face , and my skin has been scurrying a lot .",2
,Acne,"I notice a huge efflorescence on my skin yesterday . My face be covered of blackheads and pus-filled pimples , and my tegument has been crawling a muckle .",2
,Acne,"I discovered a huge rash on my skin yesterday . My human face is covered of blackheads and pus-filled pimple , and my skin has been crawling angstrom peck .",2
,Acne,"I discovered a huge rash on my skin yesterday . My face is covered of blackheads and pus-filled zit , and my cutis has be crawling a lot .",2
,Acne,"My skin has angstrom unit horrible rash that is absolutely nonheritable . comedo and pus-filled pimples abound on it . In addition , my cutis has be quite sensitive .",2
,Acne,"My skin has a ugly rash that is absolutely noninheritable . Blackheads and pus-filled pimples abound on it . inch add-on , my skin has be quite sensitive .",2
,Acne,"My skin has angstrom unit horrible rash that is absolutely nonheritable . comedo and pus-filled pimples abound on it . In addition , my skin has been quite sensitive .",2
,Acne,"My skin HA merely develop an uninherited rash . information technology has a flock of pus-filled zit and blackheads . moreover , my tegument has been quite sensitive .",2
,Acne,"My skin has merely developed an uninherited efflorescence . It has angstrom lot of pus-filled pimples and blackhead . what is more , my tegument hour angle been quite medium .",2
,Acne,"My skin has merely developed an uninherited roseola . It has angstrom unit lot of pus-filled pimples and blackheads . moreover , my skin has been quite sensitive .",2
,Acne,"I 've recently struggled with a really irritating skin skin rash . There ar blackheads and pus-filled pimples all over information technology . Additionally , my skin has been scurring a lot .",2
,Acne,"I 've of late struggled with a really vex skin rash . There are blackheads and pus-filled pimples all over it . to boot , my skin has been scurring a lot .",2
,Acne,"I 've late struggled with a really irritating cutis rash . There are blackheads and pus-filled pimples all over it . Additionally , my skin has been scurring a lot .",2
,Acne,iodin 've late been dealing with an itching roseola on my skin . It 's covered in pus-filled pimples and blackheads . My skin has also been rather sensitive .,2
,Acne,I 've recently be dealing with an itching rash on my skin . information technology 's covered in pus-filled pimples and blackheads . My skin has also been quite medium .,2
,Acne,I 've recently be dealing with an itching skin rash on my tegument . information technology 's covered in pus-filled pimples and blackheads . My skin has also be quite sensitive .,2
