Unnamed: 0,label,text,cluster,Disease name,Text
,,,2,Impetigo,"My skin has developed efflorescence , mainly come near the nose . The rash is spread to other parts of my body . I am really about worry about this ."
,,,2,Impetigo,"My skin has develop rashes , mainly near the nose . The rash be spreading to other parts of my body . I atomic number 95 really astir worried about this ."
,,,2,Impetigo,"My skin has develop rashes , mainly near the nose . The roseola is spreading to other parts of my organic structure . I americium really about worried about this ."
,,,2,Impetigo,There are redness sores on my face and near my nose . iodin rich person noticed that the rash is spreading Thomas More chop-chop on my neck and chest .
,,,2,Impetigo,There are red sores on my human face and near my nose . atomic number 53 have noticed that the rash is spreading Thomas More quickly on my neck and chest .
,,,2,Impetigo,There are redness sores on my human face and near my nose . I have observe that the rash be spreading more quickly on my neck and thorax .
,,,2,Impetigo,The sores about my olfactory organ have become crust over and ar difficult to touch . A yellow-rust colour sludge used to come out of the sores . information technology be taking much more time to handle .
,,,2,Impetigo,The sores around my nose have become crusted over and are hard to touch . A yellow-rust color ooze utilise to come out of the sores . It be pickings much more time to handle .
,,,2,Impetigo,The sores around my nose have become crust over and ar difficult to touch . A yellow-rust colour ooze used to come out of the sores . It is taking much more clip to handle .
,,,2,Impetigo,"The sores on my face are beginning to cry clear fluid . Also , every dark I get a high fever and chills , because of which I can not sleep all dark ."
,,,2,Impetigo,"The sore on my face are beginning to cry clear fluid . Also , every night I get a high fever and chill , because of which I can not sleep all dark ."
,,,2,Impetigo,"The sore on my face are beginning to weep clear fluid . Also , every dark atomic number 53 get angstrom high febrility and chills , because of which I tin can not sleep all night ."
,,,2,Impetigo,I ab initio had rashes on my human face and near my nose . just now the rash is spread down my arms and legs .
,,,2,Impetigo,I initially had rashes on my face and come near my nose . just now the skin rash is spread down my arms and legs .
,,,2,Impetigo,I initially had rashes on my face and near my nose . only now the rash be spreading down my implements of war and legs .
,,,2,Impetigo,"I have a high feverishness every night and developed sores on my face , particularly near my nose . I rich person noticed that the sore ar taking longer to heal and are Sir Thomas More prone to infection ."
,,,2,Impetigo,"I have a high febricity every night and developed sores on my face , particularly near my olfactory organ . iodin have noticed that the sore are pickings longer to heal and are Sir Thomas More prone to infection ."
,,,2,Impetigo,"I have a high fever every night and develop sores on my human face , particularly near my nose . I wealthy person noticed that the sores are taking yearner to heal and ar Thomas More prone to infection ."
,,,2,Impetigo,I am excruciation from mild fever and headache . There are small sores near my nose and efflorescence on my neck . I atomic number 95 going through a very tough time right now .
,,,2,Impetigo,iodin americium agony from mild fever and headache . There ar small sore near my nose and rash on my cervix . I am going through a very tough time right now .
,,,2,Impetigo,atomic number 53 am suffering from mild febrility and headache . There ar small sores near my nose and skin rash on my neck . I am going through a very tough time right now .
,,,2,Impetigo,"There is a rash particularly bad about my nose , with large red sores that are painful and have yellow rust-colored gunk coming from them ."
,,,2,Impetigo,"There is a rash especially bad around my olfactory organ , with large redness sores that ar painful and have yellow rust-colored goo coming from them ."
,,,2,Impetigo,"There is a rash particularly bad about my olfactory organ , with large redness sores that are painful and rich person yellowness rust-colored goop coming from them ."
,,,2,Impetigo,iodine have rashes on my face . atomic number 53 am starting to have small sore around my nose and often a yellow fluid comes out of the sore . The sores are becoming extremely painful .
,,,2,Impetigo,iodin have rashes on my face . I americium starting to have small sores around my nose and often a yellow fluid comes out of the sores . The sore ar becoming highly painful .
,,,2,Impetigo,I have rashes on my face . iodine am start to have small sores around my nose and often a yellow fluid comes out of the sore . The sores ar becoming extremely painful .
,,,2,Impetigo,"iodin am feeling genuinely sick . iodin have a high pyrexia and headache . iodin find rashes on my arms and human face . I am extremely worried about this . Today , I observed redness sores near my nose ."
,,,2,Impetigo,"I am feeling really sick . atomic number 53 wealthy person angstrom unit high fever and headache . I observe rashes on my arms and human face . I am extremely worried about this . Today , I observed red sores near my nose ."
,,,2,Impetigo,"I am feeling really sick . I have angstrom unit high pyrexia and worry . I find rashes on my arms and human face . iodine atomic number 95 highly worried about this . Today , I detect red sores approach my nose ."
,,,2,Impetigo,"I 've been agony from a high fever for the past few years . Sores are organize around my nose and there are rashes on different parts of my organic structure . The sores ar severe , and I 'm feeling really uneasy these years ."
,,,2,Impetigo,"atomic number 53 've been agony from a high fever for the past few years . sore ar forming about my nose and there are rashes on different parts of my body . The sores are severe , and iodin 'm feeling really uneasy these days ."
,,,2,Impetigo,"I 've been suffering from a high fever for the past few years . sore are forming around my nose and there are rashes on different parts of my organic structure . The sore are wicked , and I 'm feeling really uneasy these days ."
,,,2,Impetigo,"I believe I have some tegument disease . There are rashes on my face and small sores draw near my nose . The sores have become red , and painful and some kind of a yellowness gunk discharges from them ."
,,,2,Impetigo,"I believe I rich person some skin disease . There are roseola on my face and small sores go up my nose . The sore wealthy person become redness , and painful and some form of angstrom yellow goop discharges from them ."
,,,2,Impetigo,"I believe atomic number 53 wealthy person some skin disease . There are rashes on my face and small sore near my nose . The sore rich person get red , and painful and some kind of a yellow ooze discharges from them ."
,,,2,Impetigo,"iodine rich person noticed that the sores on my face are healing Thomas More slowly and are more likely to become infect . My cheek sore are large , painful to the touch , and highly difficult to handle . iodin ca n't seem to get rid of these sores ."
,,,2,Impetigo,"I have notice that the sores on my face are healing Sir Thomas More tardily and are more likely to become infect . My cheek sore are large , painful to the touch , and highly difficult to hold . I ca n't appear to get free of these sore ."
,,,2,Impetigo,"I wealthy person observe that the sore on my face are healing Thomas More slowly and are Sir Thomas More likely to become infected . My cheek sores are large , painful to the touch , and extremely difficult to grip . iodine ca n't appear to get rid of these sores ."
,,,2,Impetigo,"I have rash around my nose , as well as vast redness sores . The roseola is spread to other place on my body , as iodin 've seen . In improver , iodin wealthy person angstrom unit high temperature every night ."
