Disease name,Text,cluster
Folliculitis,"`` Doctor , atomic number 53 rich person these small , itchy bump on my scalp that keep acquiring redness and pus-filled . They sometimes trauma when iodine touch them . ''",1
Folliculitis,"`` Doctor , atomic number 53 have these small , itchy bumps on my scalp that keep acquiring red and pus-filled . They sometimes hurt when I touch them . ''",1
Folliculitis,"`` I wealthy person these red , inflamed bumps on my mentum and beard area . They 're getting bigger and more painful , and atomic number 53 'm worried about pit . ''",1
Folliculitis,"`` I wealthy person these red , inflamed bump on my mentum and beard country . They 're acquiring larger and more painful , and I 'm worried about scar . ''",1
Folliculitis,"`` atomic number 53 have these redness , inflamed bumps on my mentum and beard area . They 're acquiring bigger and more painful , and I 'm worried about scarring . ''",1
Folliculitis,"`` I 've been using a new hot bathing tub , and now I have these antsy , red bumps on my arms and legs . They look like tiny pimples , only they 're clustered together . ''",2
Folliculitis,"`` I 've been victimisation a new hot tub , and now I have these itchy , red bumps on my munition and legs . They look like tiny pimples , but they 're clustered together . ''",2
Folliculitis,"`` I 've be victimization angstrom unit new hot tub , and now I have these itchy , red bump on my weaponry and legs . They look like tiny pimples , but they 're clustered together . ''",2
Folliculitis,`` My babe has these little white bumps on their human face that look like pimples . They appear to scab over sometimes and brand their cutis facial expression red . '',2
Folliculitis,`` My babe has these little white bumps on their human face that look like hickey . They seem to scab over sometimes and make their skin look red . '',2
Folliculitis,`` My baby has these little white bump on their human face that look like pimples . They look to scab over sometimes and make their cutis aspect red . '',2
Folliculitis,"`` I 've been workings in a factory where we use oil and grease , and now atomic number 53 have these painful bump on my implements of war and forearms . They look like comedo , but they 're acquiring larger and more inflamed . ''",2
Folliculitis,"`` iodin 've been working in a factory where we use oil and grease , and now atomic number 53 have these painful bumps on my arms and forearms . They aspect like blackheads , but they 're getting larger and more inflamed . ''",2
Folliculitis,"`` I 've been working in a factory where we use oil and grease , and now I have these painful bumps on my arms and forearm . They look like comedo , but they 're acquiring larger and more inflame . ''",2
Folliculitis,"`` I 've been taking antibiotic drug for angstrom unit long time , and now I rich person these itchy , red bumps on my arms and legs . They look to be spreading , and I 'm worried astir an infection . ''",2
Folliculitis,"`` I 've been taking antibiotic drug for a yearn time , and now I have these itchy , red bumps on my arms and legs . They seem to be spreading , and I 'm worried about an infection . ''",2
Folliculitis,"`` iodine 've been taking antibiotics for a long time , and now iodine have these fretful , redness bump on my implements of war and legs . They look to be spreading , and I 'm worry about an infection . ''",2
