Disease name,Text,cluster
Scabies,"`` I 'm due inch a few week , and I 've got this awful itching all over my abdomen and breasts . It 's keeping Maine up at dark , and I 'm worried about passing game it on to the baby . What could it be ? ''",0
Scabies,"`` I 'm due in a few hebdomad , and iodine 've get this awful itching all over my belly and breasts . It 's keeping me up at night , and iodine 'm worry about passing it on to the baby . What could it be ? ''",0
Scabies,"Scabies , a contagious tegument condition caused by the Sarcoptes scabiei mite , typically present with various symptoms . itchiness , peculiarly atomic number 85 night , is a earmark , frequently escalate over clip . The infestation lead to burrow tracks , tiny blisters , or red bump inch tegument plication and between fingers , resembling a rash . Common sites of infestation include the wrists , elbows , axillary cavity , and inguen . Scratching the touch on areas may issue inch secondary infections . mortal may experience insomnia due to wicked itching . Prompt medical attention be necessary to name scabies and avoid spreading the mites to others through finale contact .",1
Scabies,"Scabies , a contagious cutis condition caused past the Sarcoptes scabiei mite , typically nowadays with various symptoms . Itching , especially at nighttime , is angstrom stylemark , oftentimes intensifying over clip . The infestation lead to burrow tracks , tiny blisters , Oregon red bumps in tegument flexure and between fingers , resembling a rash . Common sites of infestation include the wrist , elbows , armpits , and inguen . scratch the affected country may result inch secondary infections . somebody may experience insomnia due to severe itching . Prompt medical attention is necessity to name scabies and avoid spreading the mites to others through close contact .",1
Scabies,"Scabies , angstrom unit contagious skin condition make past the genus Sarcoptes scabiei soupcon , typically presents with various symptoms . Itching , peculiarly at night , is angstrom unit stylemark , often intensify over time . The infestation leads to tunnel tracks , tiny blisters , Beaver State redness bump in skin folds and betwixt fingers , resemble angstrom unit rash . Common sites of infestation include the wrists , cubital joint , armpits , and groin . Scratching the affected country may effect in secondary infection . Individuals may experience insomnia due to severe itching . prompting medical attention is necessary to diagnose itch and avoid spreading the mites to others through close contact .",1
Scabies,"`` I 've been feeling extra itchy lately , especially on my interior thigh and belly . iodine 'm on medicament for my immune system , so I 'm worry it might be angstrom unit fungal infection or something else . ''",1
Scabies,"`` atomic number 53 've been feeling extra fidgety lately , peculiarly on my inner thigh and stomach . iodin 'm on medicine for my immune system , sol I 'm worry information technology might be a fungal infection or something else . ''",1
Scabies,"`` I 've been feeling supernumerary itchy lately , especially on my interior thighs and stomach . iodine 'm on medication for my immune system , so atomic number 53 'm worried it might be a fungal infection or something else . ''",1
Scabies,"`` Coach , I 've been having this intense itching between my finger and toes lately . It 's starting to affect my training , and I 'm worried it might beryllium contagious . What should I do ? ''",1
Scabies,"`` Coach , atomic number 53 've been have this intense itching between my finger and toes recently . information technology 's starting to affect my training , and I 'm worried it might be contagious . What should atomic number 53 bash ? ''",1
Scabies,"`` handler , I 've been having this intense itching between my fingers and toes lately . It 's starting to affect my training , and I 'm worried information technology might be contagious . What should I brawl ? ''",1
Scabies,"`` Hey doctor , I rich person this intense itching all over my body , especially between my finger and toes . It 's driving me nut ! I 've tried everything to halt scraping , merely information technology just gets worse at nighttime . ''",1
Scabies,"`` Hey doc , I have this intense itching all over my organic structure , especially between my finger and toes . It 's driving me nuts ! iodin 've tried everything to stop scratching , but information technology just get worse astatine night . ''",1
Scabies,"`` Hey physician , iodin wealthy person this intense itching all over my body , specially between my fingers and toes . information technology 's drive me nuts ! I 've tried everything to halt scratching , but information technology just gets worse at night . ''",1
Scabies,"`` MD , I 've noticed these small , red bumps on my wrists and elbows . They itch like crazy , and I 'm starting to vexation about bed bugs Oregon something . Could it be something more serious ? ''",2
Scabies,"`` medico , iodin 've noticed these small , red bumps on my wrist and elbows . They itch like crazy , and iodine 'm starting to worry about bed bugs or something . Could it be something more serious ? ''",2
Scabies,"`` Doctor , I 've noticed these small , red bumps on my wrists and elbows . They scabies the like crazy , and iodin 'm starting to worry about bed bugs or something . Could information technology be something Thomas More serious ? ''",2
Scabies,"`` Doctor , my baby hour angle been scratch the like crazy all night , especially their hands and feet . Their skin looks red and bumpy in some places , and they ca n't look to stop scratching ! ''",2
Scabies,"`` medico , my baby has been scratching like crazy all night , specially their hands and feet . Their tegument looks red and rough in some places , and they ca n't seem to stop scratching ! ''",2
Scabies,"`` Doctor , my baby hour angle been scratching like looney all nighttime , specially their hands and foot . Their cutis looks red and bumpy inch some places , and they atomic number 20 n't seem to stop scraping ! ''",2
Scabies,"`` I 've been feeling accent latterly , and iodin 've noticed these small , red bump on my arms . I 'm constantly scrape them , and I 'm worry it 's a sign of something more serious . Could it be all inch my head ? ''",2
Scabies,"`` I 've been feeling stressed lately , and atomic number 53 've noticed these small , red bump on my arms . I 'm constantly scratching them , and I 'm worried it 's angstrom unit sign of something Thomas More serious . Could it be all in my head ? ''",2
Scabies,"`` I 've be feeling stressed lately , and I 've noticed these small , red bump on my arms . iodine 'm constantly scratching them , and atomic number 53 'm worried information technology 's a sign of something more serious . Could it be all inch my head ? ''",2
Scabies,"`` Just returned from a backpacking trip inch Southeast Asia , and atomic number 53 've been getting these itchy bumps on my arms and legs . They be n't there before , and iodin 'm wondering if it 's something atomic number 53 pick up along the fashion . ''",2
Scabies,"`` Just return from a backpacking trip inch southeastward Asia , and I 've be getting these itchy bumps on my arms and legs . They be n't there earlier , and I 'm inquire if it 's something I picked up along the manner . ''",2
Scabies,"`` Just returned from angstrom unit backpacking trip in Southeast Asia , and I 've been getting these itchy bump on my arms and legs . They were n't there before , and I 'm wondering if it 's something iodin pick up along the way . ''",2
Scabies,"`` iodine 've been treating a patient with scabies lately , and now I 'm start to get itchy myself , especially on my wrists and inside my cubitus . Could atomic number 53 have catch information technology from them ? ''",2
Scabies,"`` I 've been treating a patient with scabies lately , and now iodine 'm starting to get itchy myself , particularly on my wrists and inside my elbows . Could I have caught it from them ? ''",2
Scabies,"`` I 've been handle angstrom unit patient with scabies latterly , and now I 'm starting to get antsy myself , especially on my carpus and interior my elbow joint . Could I have caught it from them ? ''",2
Scabies,"`` Mommy , my hands and weaponry itch the like crazy ! I ca n't stop scratching , and information technology makes Pine Tree State cry . Is there something wrong with my tegument ? ''",2
Scabies,"`` mum , my custody and weapons system itch like looney ! I ca n't stop scratching , and information technology make me cry . be there something wrong with my skin ? ''",2
Scabies,"`` mama , my hands and implements of war scabies like crazy ! atomic number 53 ca n't stop scratching , and information technology makes Maine cry . Is there something wrongfulness with my cutis ? ''",2
