Disease name,Text,cluster
Hives (Urticaria),"`` My friend said hives can beryllium from exercise , and iodine do work out genuinely hard at the gymnasium yesterday . Now I wealthy person these vast welts on my neck and arms . Should atomic number 53 be worry ? ''",0
Hives (Urticaria),"`` My hives rich person be coming and going for months now . I 've assay everything , but nothing seems to work ! It 's affecting my slumber and daily life . ''",0
Hives (Urticaria),"`` My nettle rash have been approaching and going for months now . I 've tried everything , but nothing seems to work ! information technology 's touch my sleep and daily life . ''",0
Hives (Urticaria),"`` My hives have been approaching and going for months now . I 've tried everything , merely nothing seems to work ! It 's affecting my sleep and daily life . ''",0
Hives (Urticaria),"`` I 've be feeling stressed of late , and today all these red welts suddenly appeared on my chest and back . They stinging and make it difficult to sleep . Could it be stress nettle rash ? ''",0
Hives (Urticaria),"`` I 've be feeling stressed late , and today all these red welts suddenly appeared on my pectus and back . They sting and make information technology hard to sleep . Could it be accent nettle rash ? ''",0
Hives (Urticaria),"`` I 've been feeling stressed of late , and today all these red welts suddenly seem on my chest and dorsum . They sting and make information technology hard to sleep . Could information technology glucinium emphasis hives ? ''",0
Hives (Urticaria),"Hives , besides cognise as urticaria , typically present as raise , itchy welts on the skin , vary in size and shape . These welts are oftentimes red or pink and may appear all of a sudden , disappearance within hours Oregon persisting for days . They can go on singularly Beaver State cluster together , spreading across different parts of the body . aboard the skin skin rash , hives may cause a burning or stinging sensation and occasionally trigger swelling of the lip , eyelid , or pharynx , lead to difficulty external respiration or swallowing . inch some cases , hives tin can be attach to by fever , fatigue , or digestive issue , although these systemic symptoms are less common .",1
Hives (Urticaria),"nettle rash , as well know atomic number 33 urticaria , typically present arsenic raised , itchy welts on the skin , varying in size and configuration . These welts are oftentimes red or pink and may appear suddenly , disappearance inside hours Oregon persisting for days . They can occur singularly or clump together , spreading across different parts of the body . Alongside the cutis rash , hives may cause a combustion Oregon stinging aesthesis and occasionally trigger swelling of the lips , eyelids , or throat , leading to trouble breathing Oregon swallow . In some case , urticaria tin can glucinium accompanied by fever , weariness , or digestive issue , although these systemic symptoms are less common .",1
Hives (Urticaria),"urticaria , also known as urticaria , typically present as raised , itchy welts on the skin , varying in size and contour . These welts are often red or pink and may seem suddenly , disappearing within hours Oregon prevail for days . They tin can occur singularly or cluster together , spreading across different parts of the body . aboard the cutis rash , hives may cause angstrom unit burning Oregon sting sensation and now and again gun trigger puffiness of the lips , palpebra , Beaver State throat , leading to difficulty breathing or swallowing . In some instance , urtication can be accompany by feverishness , tiredness , or digestive issues , although these systemic symptom ar less commons .",1
Hives (Urticaria),"`` Every time I go swim Oregon drink something cold , my lips swell up and I get itchy welt all over . It 's abash and uncomfortable . ''",1
Hives (Urticaria),"`` Every time I tour swim or drink something cold , my lip swell up and I get itchy wheal all over . It 's embarrassing and uncomfortable . ''",1
Hives (Urticaria),"`` Every time I go swim or drink something common cold , my lips crestless wave up and I get antsy welt all over . It 's embarrassing and uncomfortable . ''",1
Hives (Urticaria),"`` Doctor , I woke up this morning covered inch these itchy , raised bumps all over my arms and legs . They burn and feel like mosquito bites , but iodine have n't been outside ! Is it Associate in Nursing allergic reaction ? ''",2
Hives (Urticaria),"`` physician , atomic number 53 woke up this morning covered in these itchy , raise bumps all over my implements of war and legs . They burn and feel the like mosquito bite , simply iodine have n't be exterior ! Is it an allergic reaction ? ''",2
Hives (Urticaria),"`` Doctor , I woke up this forenoon cover in these itchy , raised bumps all over my arms and legs . They burn and feel the likes of mosquito bites , merely I wealthy person n't be outside ! be information technology an allergic chemical reaction ? ''",2
Hives (Urticaria),"`` These itchy bump keep popping up on my belly and thigh . They come and go quickly , but they 're driving me looney ! atomic number 53 do n't have these with my number one pregnancy . ''",2
Hives (Urticaria),"`` These fretful bump keep popping up on my belly and thighs . They come and go apace , merely they 're driving me crazy ! iodin did n't have these with my first pregnancy . ''",2
Hives (Urticaria),"`` These itchy bumps living popping up on my belly and thigh . They come and tour quickly , but they 're driving Maine loony ! atomic number 53 make n't have these with my first pregnancy . ''",2
Hives (Urticaria),"`` As shortly as I step exterior inch the sun , my skin starts to swell and get itchy . iodine have n't been able to enjoy summertime for eld ! Is there anything I tin can do ? ''",2
Hives (Urticaria),"`` atomic number 33 before long as I measure outside inch the sun , my skin starts to swell and get itchy . I have n't been able to savour summer for years ! Is there anything I can do ? ''",2
Hives (Urticaria),"`` As soon arsenic atomic number 53 measure outside in the sun , my skin start to swell and get itchy . I have n't been able to enjoy summertime for years ! Is there anything I tin can do ? ''",2
Hives (Urticaria),"`` Mommy , my skin is fidgety and feels funny ! '' ( indicate to redness , raise bump on their arms )",2
Hives (Urticaria),"`` Mommy , my skin be itchy and feel funny remark ! '' ( pointing to red , raise bump on their arms )",2
Hives (Urticaria),"`` mum , my skin be itchy and feels funny remark ! '' ( pointing to redness , raised bumps on their arms )",2
Hives (Urticaria),"`` After eating some shellfish yesterday , I started getting these itchy wheal on my hands and face . My throat feels angstrom unit bit tight too . Am I hold an allergic reaction ? ''",2
Hives (Urticaria),"`` After feeding some shellfish yesterday , I started getting these fidgety welts on my custody and face . My throat feels a bit tight too . americium I having an allergic reaction ? ''",2
Hives (Urticaria),"`` After eating some shellfish yesterday , I started getting these itchy welts on my custody and human face . My throat feels a bit tight too . Am I having Associate in Nursing allergic reaction ? ''",2
Hives (Urticaria),"`` My medico thinks my new medication might be causation these urtication . They 're not as bad as some of my other symptom , but they 're still annoying . ''",2
Hives (Urticaria),"`` My doc thinks my new medication power glucinium causing these hives . They 're not as bad atomic number 33 some of my other symptoms , but they 're still annoying . ''",2
Hives (Urticaria),"`` My doc thinks my new medication might be causing these hives . They 're not arsenic bad as some of my other symptoms , but they 're still annoyance . ''",2
