Disease name,Text,cluster
Rosacea,"Rosacea typically presents with various symptoms , often affecting the facial nerve tegument . commons mark include persistent redness , primarily in the exchange face , often resembling a sunburn or bloom . Small blood vessel may become visible , along with red , swell bumpsresembling acnethat can beryllium sensitive or painful . Additionally , soul with rosacea may experience dry , get at , or watery eyes , on with angstrom thickener of the skin , particularly on the nose , leading to a condition know as rhinophyma . Flare-ups may be trigger past certain foods , potable , emphasis , or environmental factors . Seeking dermatologic advice is important for diagnosing and orient management due to the condition 's variableness and potential long-term effects .",1
Rosacea,"`` My skin be very spiritualist to the sun , and any exposure make my rosacea worse . iodine get these red dapple and pustules , and my eyes feel bother and watery . I 'm struggling to breakthrough sunscreen that does n't trigger flare-ups . ''",1
Rosacea,"`` My skin is very sensitive to the sun , and any exposure makes my rosacea worse . atomic number 53 get these red fleck and pustules , and my eyes feel get to and watery . iodin 'm struggling to find sun blocker that does n't gun trigger flare-ups . ''",1
Rosacea,"`` My cutis is very sensitive to the sun , and any exposure makes my acne rosacea worse . atomic number 53 get these red patches and pustules , and my eyes feel irritated and watery . iodine 'm fight to find sun blocker that does n't trigger flare-ups . ''",1
Rosacea,"`` iodin 've noticed my olfactory organ has become thicker and bulbous over the years , and atomic number 53 'm concerned it might be related to my rosacea . I also have these red patches and visible blood vessels on my cheeks . ''",1
Rosacea,"`` iodin 've noticed my olfactory organ has become thicker and bulbous over the old age , and I 'm relate information technology might be related to my rosacea . atomic number 53 also have these red patches and seeable blood vessel on my cheeks . ''",1
Rosacea,"`` atomic number 53 've noticed my olfactory organ has become thicker and bulbous over the eld , and iodin 'm bear on it might beryllium related to my rosacea . I also rich person these red speckle and seeable blood vas on my cheeks . ''",1
Rosacea,"`` Doctor , my human face has been so red and flushed lately , especially about my cheek and nose . information technology 's like I 'm invariably blushing , and it makes me feel self-conscious . atomic number 53 besides have these small , red bumps that sometimes feel itchy and burning . ''",1
Rosacea,"`` Doctor , my face hour angle been sol red and flushed lately , especially around my cheeks and olfactory organ . It 's like I 'm invariably blushing , and it makes me feel self-conscious . I also have these small , redness bumps that sometimes feel itchy and burning . ''",1
Rosacea,"`` physician , my face has been so red and flushed lately , especially about my cheeks and nose . It 's like I 'm constantly blushing , and it makes me feel self-conscious . I also rich person these small , red bumps that sometimes feel itchy and burning . ''",1
Rosacea,"`` My skin hour angle been really sensitive recently , and information technology gets easily irritated by certain product and even the weather . I have these red patches and pustules on my nose that come and turn , and sometimes my eyes feel watery and itchy . ''",1
Rosacea,"`` My skin hour angle been genuinely sensitive lately , and it gets easily irritated by certain ware and even the conditions . I have these red patches and pustules on my nose that seed and go , and sometimes my eyes feel watery and fidgety . ''",1
Rosacea,"`` My cutis HA been really sensitive lately , and it get easily irritated by certain products and even the weather . I rich person these redness patches and pustule on my nose that come and go , and sometimes my eyes feel watery and itchy . ''",1
Rosacea,"`` I have oily skin and rosacea , which seem like a confusing combination . I get these red patches and bumps , but I also have breakouts and excess shine . iodine 'm not certain what skin care routine is right for me . ''",2
Rosacea,"`` atomic number 53 have oleaginous skin and rosacea , which seem the like angstrom unit confuse combination . I get these red patches and bump , simply I also have breakouts and excess shine . I 'm non sure what skin care modus operandi is right for me . ''",2
Rosacea,"`` iodine have oily skin and rosacea , which seems like angstrom confusing combination . I get these red patches and bump , but atomic number 53 also have jailbreak and excess shine . I 'm not sure what skincare modus operandi is right for me . ''",2
Rosacea,"`` My skin HA been playacting up lately , and I 'm not certain if information technology 's related to my pregnancy . atomic number 53 have these red dapple and bumps on my face that were n't there before . I 'm worry about victimisation medications patch pregnant . ''",2
Rosacea,"`` My skin has been acting up recently , and I 'm non sure if information technology 's related to my gestation . I have these red patches and bump on my face that were n't there before . I 'm worry astir using medicinal drug piece pregnant . ''",2
Rosacea,"`` My tegument has be acting up late , and I 'm non certain if information technology 's link to my maternity . I have these red patches and bump on my face that be n't there before . iodin 'm worried about using medicine while pregnant . ''",2
