Disease name,Text,cluster
Athlete's Foot (Tinea Pedis),"`` My toenail look awful ! They 're discolor and crumbling , and the skin around them be redness and swell . atomic number 53 bite my nail sometimes , could that be related ? ''",1
Athlete's Foot (Tinea Pedis),"`` After spending all summer astatine the pool , my feet started to itch and peel between my toes . The skin is altogether and burning now , and I 'm worried it might atomic number 4 something contagious . ''",1
Athlete's Foot (Tinea Pedis),"`` After spending all summertime at the pool , my feet started to itch and peel between my toe . The skin is raw and combustion now , and I 'm worried it power be something contagious . ''",1
Athlete's Foot (Tinea Pedis),"`` After spending all summertime astatine the pool , my foot started to scabies and peel between my toe . The skin is raw and burning now , and iodin 'm worry information technology might be something contagious . ''",1
Athlete's Foot (Tinea Pedis),"`` After training today , my feet felt hot and inflamed , specially about the arches . Now , they 're itching the likes of crazy , and there 's this weird white desquamation between my toes . ''",1
Athlete's Foot (Tinea Pedis),"`` After training today , my foot felt hot and inflamed , especially around the arches . Now , they 're itching the likes of crazy , and there 's this weird white peeling betwixt my toes . ''",1
Athlete's Foot (Tinea Pedis),"`` After training today , my feet felt hot and inflame , particularly about the arch . Now , they 're itch like looney , and there 's this Wyrd White person peeling betwixt my toes . ''",1
Athlete's Foot (Tinea Pedis),"`` mum , my human foot scabies soh much I ca n't halt scratching ! And they look funny between my toes , like there 's White person skin desquamation polish off . ''",1
Athlete's Foot (Tinea Pedis),"`` Mommy , my feet itch so much iodin ca n't halt scratching ! And they look funny between my toe , like there 's White person skin peeling slay . ''",1
Athlete's Foot (Tinea Pedis),"`` Mommy , my feet itch so much I ca n't stop scratching ! And they look good story between my toe , the likes of there 's Caucasian tegument peeling off . ''",1
Athlete's Foot (Tinea Pedis),"`` After my Holocene epoch trip abroad , my feet start itching the likes of crazy . The skin between my toes is cracked and red , and it seems to beryllium spreading . atomic number 53 think I used shared sandals atomic number 85 the beach . ''",2
Athlete's Foot (Tinea Pedis),"`` After my recent trip abroad , my foot started itching the like crazy . The skin betwixt my toe is cracked and red , and information technology seems to be spreading . I think I used share sandals at the beach . ''",2
Athlete's Foot (Tinea Pedis),"`` After my recent trip abroad , my feet started itching the likes of nutcase . The skin betwixt my toes is cracked and red , and it seems to be spreading . I think atomic number 53 used shared sandals at the beach . ''",2
Athlete's Foot (Tinea Pedis),"`` medico , my feet rich person been itching the likes of weirdo latterly , peculiarly between my toe . information technology 's worse after runs , and the skin betwixt my toes be starting to aspect redness and cracked . ''",2
Athlete's Foot (Tinea Pedis),"`` Doc , my feet have be itchiness the likes of crazy lately , especially between my toes . It 's worse after runs , and the skin between my toes is start to look red and cracked . ''",2
Athlete's Foot (Tinea Pedis),"`` doctor , my feet have be itching the like crazy of late , especially between my toes . It 's worse after runs , and the skin between my toes is starting to look red and break . ''",2
