Disease name,Text,cluster
Shingles (Herpes Zoster),"`` I 've had this unusual tingling and itchiness on my left shoulder for angstrom unit twosome of days . Now , it 's turned into a red , bumpy skin rash that 's spreading down my arm . It 's so uncomfortable , and I 'm worried information technology mightiness beryllium something contagious . ''",1
Shingles (Herpes Zoster),"`` atomic number 53 've have this unusual tingling and itching on my left shoulder for a couple of days . Now , it 's turned into angstrom red , rough rash that 's spreading down my arm . information technology 's so uncomfortable , and iodin 'm worried it might glucinium something contagious . ''",1
Shingles (Herpes Zoster),"`` iodine 've had this strange tingling and itching on my left shoulder for a couple of days . Now , information technology 's turned into a red , bumpy rash that 's spreading down my arm . It 's so uncomfortable , and I 'm worried information technology might beryllium something contagious . ''",1
Shingles (Herpes Zoster),"Shingles , caused past the varicella-zoster virus ( the Sami virus that causes chickenpox ) , typically starts with a prickling , burning , Oregon stabbing hurting in a specific area on ace side of the body . This often precedes the visual aspect of angstrom red rash , which develops into fluid-filled blister . The rash follow a dermatomal shape , resemble a lot or strip along the nerves . Other symptoms include itching , sensitivity to touch , and sometimes fever , headache , or fatigue . Pain can compass from mild to intense and may persist even after the rash disappears . Prompt medical attending is crucial to manage symptoms and reduce the risk of complications .",1
Shingles (Herpes Zoster),"Shingles , caused past the varicella-zoster virus ( the same virus that causes chickenpox ) , typically starts with a tingling , burning , or knife hurting in a specific country on one side of the body . This often precedes the appearance of a redness rash , which develops into fluid-filled blisters . The rash follow angstrom unit dermatomal pattern , resembling angstrom lot Oregon strip on the nervousness . Other symptom include itch , sensitiveness to touch , and sometimes fever , headache , or tiredness . Pain tin can compass from mild to intense and may prevail eventide after the efflorescence disappear . Prompt medical attending is crucial to manage symptom and reduce the risk of complication .",1
Shingles (Herpes Zoster),"Shingles , make by the varicella-zoster virus ( the Lapp virus that causes chickenpox ) , typically starts with a tingling , burning , or stabbing pain in a particular area on unity side of the body . This oftentimes precedes the visual aspect of a red efflorescence , which develops into fluid-filled blister . The rash follows a dermatomal pattern , resemble a band or strip along the nervousness . Other symptoms include itching , sensibility to touch , and sometimes fever , headache , Oregon fatigue . Pain tin range from mild to intense and may prevail eve after the skin rash disappears . Prompt medical attention is crucial to carry off symptom and reduce the endangerment of complication .",1
Shingles (Herpes Zoster),"`` I 'm a teacher , and I 'm constantly exposed to sick kids . Now , I have this burning rash on my back that 's devising information technology hard to move about . iodine 'm worried I power be contagious and put my students at risk . ''",1
Shingles (Herpes Zoster),"`` atomic number 53 'm angstrom teacher , and I 'm constantly expose to sick kids . Now , I have this burning rash on my back that 's making it hard to move about . iodin 'm worry I might be contagious and put option my students at hazard . ''",1
Shingles (Herpes Zoster),"`` I 'm a teacher , and I 'm constantly exposed to sick kids . Now , iodine wealthy person this burning rash on my back that 's devising it difficult to move around . I 'm worried I might be contagious and put my students at risk . ''",1
Shingles (Herpes Zoster),"`` I have n't been sleeping well , and I have this constant pain inch my eye . Now , I see this redness , encrusted efflorescence on my forehead that 's devising my vision foggy . iodine 'm worried atomic number 53 might be getting blind . ''",1
Shingles (Herpes Zoster),"`` atomic number 53 rich person n't be sleeping well , and I rich person this constant quantity pain in my optic . Now , I see this redness , crusted roseola on my brow that 's making my vision blurry . I 'm worry I might be getting blind . ''",1
Shingles (Herpes Zoster),"`` I have n't been sleeping well , and I have this constant pain inch my eye . Now , I see this redness , crusty roseola on my brow that 's making my vision blurry . I 'm worry iodin might be getting blind . ''",1
Shingles (Herpes Zoster),"`` atomic number 53 'm usually active and healthy , just atomic number 53 've been feeling exhaust and hectic . Now , iodin wealthy person this redness , bumpy roseola on my leg that 's starting to spread . information technology 's not like whatever insect bite I 've ever seen , and it 's really worrying me . ''",2
Shingles (Herpes Zoster),"`` I 'm usually active and healthy , but I 've been feeling wash up and feverish . Now , iodin have this redness , jolty rash on my leg that 's start to spread . It 's not like any insect bite I 've of all time seen , and it 's really bedevilment me . ''",2
Shingles (Herpes Zoster),"`` I 'm usually active agent and healthy , but I 've been feeling exhausted and hectic . Now , I have this red , jolty roseola on my leg that 's starting to spread . It 's non the likes of whatsoever insect bite I 've ever seen , and it 's really worrying Pine Tree State . ''",2
Shingles (Herpes Zoster),"`` atomic number 53 'm usually healthy , but I 've be feeling run down lately . Now , I have this redness , itchy rash on my neck that 's starting to spreading . It 's making me self-conscious and uncomfortable , and I bash n't know what 's causing information technology . ''",2
Shingles (Herpes Zoster),"`` I 'm usually healthy , just iodin 've been feeling run down late . Now , I have this red , itchy rash on my neck that 's start to spread . It 's making me self-conscious and uncomfortable , and I do n't know what 's causing it . ''",2
Shingles (Herpes Zoster),"`` iodine 'm usually healthy , but I 've been feeling tally down late . Now , I have this redness , fretful rash on my neck that 's starting to spread . information technology 's making me self-conscious and uncomfortable , and I do n't know what 's causing it . ''",2
Shingles (Herpes Zoster),"`` I 'm pregnant and have been feeling under the weather . Now , I have this burning roseola on my tum that 's making me nervous . iodin 'm worried it might harm the babe , and I do n't know what to do . ''",2
Shingles (Herpes Zoster),"`` I 'm pregnant and have be feeling nether the weather condition . Now , I have this burning efflorescence on my stomach that 's making me nervous . iodin 'm worried information technology might trauma the baby , and I do n't know what to do . ''",2
Shingles (Herpes Zoster),"`` iodin 'm pregnant and have be feeling under the weather . Now , I rich person this burning skin rash on my stomach that 's devising me nervous . I 'm worried it might harm the baby , and I bash n't know what to bash . ''",2
